title,location,price,agent
Office,  Kilimani,110000000,halifax-estate-agency
Residential Land,  Loresho,245000000,abec-real-estate
3 Bedroom Flat & Apartment,  6Th Parklands Ave.,42000000,coralinternational-ltd
4 Bedroom Townhouse,  Karen,95000000,tidetwo-enterprises
2 Bedroom Flat & Apartment,  Kangemi,29000000,edlon-group-limited
4 Bedroom Flat & Apartment,  Lavington,32000000,karengatamanagers
3 Bedroom Flat & Apartment,  Riverside,19900000,paradigm-homes
3 Bedroom Flat & Apartment,  City Park Drive,30200000,pam-golding-properties
Residential Land,  Kunde Road ,148000000,lavingtonmanagement
5 Bedroom Townhouse,  Riverside,60000000,pinder-bassi
4 Bedroom Townhouse,  Runda,80000000,pinder-bassi
6 Bedroom House,  Off James Gichuru Road,200000000,tidetwo-enterprises
2 Bedroom Flat & Apartment,  Kasarani Area,42000000,karengatamanagers
4 Bedroom Flat & Apartment,  General Mathenge,35000000,karengatamanagers
Flat & Apartment,  Riverside,12500000,paradigm-homes
Commercial Land,  Naivasha Road,65000000,gna-real-estate
Commercial Land,  Weruga Lane. Off Haile Selassie Avenue,32000000,gna-real-estate
Land,  Roysambu,70000000,canaan-properties
Office,  Hurlingham,23287000,pam-golding-properties
Commercial Land,  Touching Juja Road,70000000,gna-real-estate
5 Bedroom House,  Nyari,95000000,halifax-estate-agency
Land,  Soraya Close,36000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Riverside,43000000,karengatamanagers
2 Bedroom Flat & Apartment,  Rhapta Road,24000000,arcade-ventures-properties
4 Bedroom Flat & Apartment,  Parklands,20000000,canaan-properties
3 Bedroom Flat & Apartment,  Ngong Road,14950000,tysons-limited
3 Bedroom Flat & Apartment,  Jabavu Road,12700000,gna-real-estate
2 Bedroom Flat & Apartment,  Upper Hill,15000000,karengatamanagers
Land,  Matundu Lane,360000000,pam-golding-properties
4 Bedroom House,  Off Un Avenue,80000000,blue-zone-properties
3 Bedroom Flat & Apartment,  Kilimani,21000000,karengatamanagers
3 Bedroom Flat & Apartment,  Willowdale,20000000,coralinternational-ltd
5 Bedroom Townhouse,  Peponi Road,85000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kilimani,25500000,ring-kenya-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,29000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kilimani,24000000,tysons-limited
4 Bedroom Flat & Apartment,  Kileleshwa,26000000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Waiyaki Way,12000000,tysons-limited
4 Bedroom Flat & Apartment,  Parklands,25000000,halifax-estate-agency
Commercial Land,  Thika Road,50000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Riverside,19000000,karengatamanagers
7 Bedroom House,  Runda,185000000,cloud-real-estate
3 Bedroom Flat & Apartment,  Lavington,18000000,edlon-group-limited
Commercial Land,  Eldama Ravine Road,240000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Parklands,18500000,tysons-limited
4 Bedroom Flat & Apartment,  Kileleshwa,26000000,karengatamanagers
Land,  Lavington,220000000,pam-golding-properties
Residential Land,  Windy Ridge,36000000,azizi-realtors
4 Bedroom Flat & Apartment,  Kilimani,23000000,karengatamanagers
3 Bedroom Flat & Apartment,  Rose Avenue,22150000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Lavington,16500000,sky-limits-ventures
5 Bedroom Townhouse,  Ruaka Drive,100000000,arcade-ventures-properties
6 Bedroom House,  Karen,79000000,pam-golding-properties
2 Bedroom Flat & Apartment,  Ole Sangare Road ,8500000,canaan-properties
7 Bedroom House,  Manyani East Road,75000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kileleshwa,21000000,sky-limits-ventures
4 Bedroom House,  Lavington,40000000,ring-kenya-ltd
7 Bedroom House,  Manyani East Road,75000000,coralinternational-ltd
6 Bedroom House,  Lavington,84000000,coralinternational-ltd
4 Bedroom House,  Kiambu Road,32000000,canaan-properties
5 Bedroom House,  Kyuna,54000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kilimani,24000000,sky-limits-ventures
3 Bedroom Flat & Apartment,  Lavington,18000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kileleshwa,17500000,tysons-limited
4 Bedroom House,  Kileleshwa,40000000,halifax-estate-agency
3 Bedroom Flat & Apartment,  Kindaruma Rd,16500000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Ngong Road,7900000,shingles-kenya-limited
4 Bedroom Townhouse,  Kitisuru,78000000,edlon-group-limited
5 Bedroom House,  Karen,115000000,tysons-limited
4 Bedroom House,  Runda,90000000,paradigm-homes
3 Bedroom Flat & Apartment,  Kasarani,10500000,canaan-properties
2 Bedroom Flat & Apartment,  Donholm,6500000,edlon-group-limited
3 Bedroom Flat & Apartment,  Kileleshwa,23000000,edlon-group-limited
3 Bedroom Flat & Apartment,  Kilimani,16000000,pam-golding-properties
5 Bedroom House,  Riverside,45000000,canaan-properties
2 Bedroom Flat & Apartment,  Kileleshwa,8500000,zuri-homes
3 Bedroom Flat & Apartment,  Kileleshwa,24000000,citiscape-valuers-and-estate-agents-ltd
4 Bedroom Townhouse,  Langata Area,33000000,azizi-realtors
3 Bedroom Flat & Apartment,  4Th Avenue,20000000,gna-real-estate
4 Bedroom Townhouse,  Lavington,35000000,splendor-holdings
Flat & Apartment,  4Th Avenue,8000000,gna-real-estate
3 Bedroom Residential Land,  Kitisuru,55000000,jubilee-real-estate
3 Bedroom Flat & Apartment,  Wood Avenue,10700000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Junction Mall,12000000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Laikipia Road,8500000,commercial-property-kenya
14 Bedroom House,  Karen,200000000,properties-of-jkabi-enterprise
Residential Land,  Uthiru/Ruthimitu,13400000,buyrentkenya
2 Bedroom Flat & Apartment,  Lavington,8500000,paradigm-homes
3 Bedroom Flat & Apartment,  Kilimani,13000000,paradigm-homes
4 Bedroom House,  Kilimani,30000000,ring-kenya-ltd
Studio,  Kilimani,3600000,splendor-holdings
2 Bedroom Flat & Apartment,  Kilimani,17000000,prudential-green-ville
Commercial Property,  Cbd,40000000,ring-kenya-ltd
Commercial Property,  Kileleshwa,140000000,solid-oak-properties
3 Bedroom Flat & Apartment,  Lavington,15000000,splendor-holdings
8 Bedroom Townhouse,  Karen,125000000,buyrentkenya
Commercial Property,  Kenyatta Avenue ,480000000,abec-real-estate
3 Bedroom Flat & Apartment,  Ngong Road,9950000,edlon-group-limited
3 Bedroom Flat & Apartment,  Mocah Courtyard Thindigua,15500000,royani-properties-limited
2 Bedroom Flat & Apartment,  Langata Area,11400000,laserservices-ltd
5 Bedroom Townhouse,  Convent,48000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Kilimani,12000000,coralinternational-ltd
4 Bedroom House,  Karen,65000000,universe-villas
3 Bedroom Flat & Apartment,  Langata Area,11500000,stop-properties-real-estate
Shop,  Marurui,3000000,leoma-properties
2 Bedroom Flat & Apartment,  Kilimani,13000000,prudential-green-ville
3 Bedroom Flat & Apartment,  Kusi Lane - Parklands ,20000000,dunhill-consulting-limited
Commercial Property,  Lavington,650000000,properties-of-jkabi-enterprise
2 Bedroom Flat & Apartment,  Lavington,8500000,paradigm-homes
5 Bedroom House,  Runda,150000000,capstone-properties
Flat & Apartment,  Kilimani,10000000,prudential-green-ville
2 Bedroom Flat & Apartment,  Kilimani,13000000,sky-limits-ventures
5 Bedroom House,  Mzima Springs Rd ,230000000,lavingtonmanagement
4 Bedroom House,  Old Muthaiga,180000000,pinder-bassi
4 Bedroom House,  Mae Ridge,110000000,coralinternational-ltd
3 Bedroom Flat & Apartment,  Kilimani,13500000,ring-kenya-ltd
5 Bedroom House,  James Gichuru,470000000,lavingtonmanagement
4 Bedroom Townhouse,  Parklands,38000000,pam-golding-properties
Flat & Apartment,  Kilimani,12500000,paradigm-homes
4 Bedroom Townhouse,  Garden Estate,47000000,tysons-limited
2 Bedroom Flat & Apartment,  South C,65000000,jestrim-properties
2 Bedroom Flat & Apartment,  Kilimani,12000000,solid-oak-properties
Office,  Riara Road,180000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Brookside,22000000,jabemu-property-development
Commercial Property,  5Th Avenue,48000000,real-management-services-2002limited
2 Bedroom Flat & Apartment,  Dennis Pritt Rd,14000000,sky-limits-ventures
4 Bedroom Townhouse,  Kitisuru Springs,89900000,gna-real-estate
3 Bedroom Flat & Apartment,  Kabarnet Gardens,16800000,datka-estate-agency
5 Bedroom House,  Kerarapon,36000000,canaan-properties
4 Bedroom House,  Kerarapon,35000000,tidetwo-enterprises
6 Bedroom Townhouse,  Utawala,38000000,ring-kenya-ltd
Warehouse,  Industrial Area,22500000,fairdeal-properties-limited
Commercial Property,  Hurlingham,750000000,ring-kenya-ltd
4 Bedroom Townhouse,  Kiamumbi,28000000,edlon-group-limited
Office,  Mandera Road,195000000,pam-golding-properties
9 Bedroom Townhouse,  Miotoni Road,110000000,apollo-properties-limited
5 Bedroom Bungalow,  Cross Roads,90000000,real-management-services-2002limited
Office,  Galana Road,19000000,pam-golding-properties
Commercial Property,  Hurlingham,675000000,tysons-limited
3 Bedroom Flat & Apartment,  Akila 2,11500000,stop-properties-real-estate
3 Bedroom House,  Kilimani,27000000,tysons-limited
Shop,  Pangani,6950000,edlon-group-limited
Office,  Mara Road,15550000,pam-golding-properties
Office,  Chania Avenue,25754400,pam-golding-properties
Office,  Westlands Area,20565000,pam-golding-properties
4 Bedroom Flat & Apartment,  City Park Drive,47500000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kaberserian Avenue,18500000,range-wide-properties
3 Bedroom Flat & Apartment,  Langata Area,15000000,tysons-limited
3 Bedroom Flat & Apartment,  Brookside,26000000,halifax-estate-agency
4 Bedroom Flat & Apartment,  Kilimani,26000000,tysons-limited
5 Bedroom Townhouse,  Lavington Green,48000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Brookside Drive,22500000,hilltrust-consult
5 Bedroom House,  Karen,255000000,tidetwo-enterprises
4 Bedroom Flat & Apartment,  Kitisuru,16000000,solid-oak-properties
3 Bedroom Bungalow,  Off Thika Road (Exit 16),2990000,buyrentkenya
3 Bedroom Flat & Apartment,  Ngara,15000000,real-management-services-2002limited
2 Bedroom Flat & Apartment,  General Mathenge Road,20000000,arcade-ventures-properties
5 Bedroom House,  Karen,85000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kileleshwa,12000000,paradigm-homes
2 Bedroom Flat & Apartment,  Westlands Area,19500000,pam-golding-properties
Flat & Apartment,  Westlands,12700000,arcade-ventures-properties
Flat & Apartment,  Westlands Area,8971325,paradigm-homes
3 Bedroom Flat & Apartment,  Wambugu Road,18000000,real-management-services-2002limited
Commercial Property,  Factory Street,127000000,gna-real-estate
5 Bedroom Townhouse,  Lavington,65000000,halifax-estate-agency
5 Bedroom Townhouse,  Shanzu Road,55000000,fit-property
3 Bedroom Flat & Apartment,  Kilimani,15900000,paradigm-homes
4 Bedroom Commercial Land,  Kileleshwa,350000000,pinder-bassi
Land,  Off Langata Rd,600000000,the-houswitch-haven-ltd
4 Bedroom Townhouse,  Runda,35000000,splendor-holdings
Residential Land,  Kileleshwa,140000000,ring-kenya-ltd
Land,  Njumbi Rd,110000000,shingles-kenya-limited
5 Bedroom House,  Clayworks,19000000,edlon-group-limited
Residential Land,  Karen,10000000,leesh-enterprises
Residential Land,  Runda,145000000,jubilee-real-estate
Land,  Kiambu Road,12000000,leesh-enterprises
Residential Land,  Old Muthaiga,90000000,jubilee-real-estate
Land,  Off Kabarserian Avenue ,120000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Kilimani,12000000,splendor-holdings
2 Bedroom Flat & Apartment,  Kilimani,9000000,splendor-holdings
5 Bedroom Townhouse,  Lavington,50000000,splendor-holdings
Flat & Apartment,  Kilimani,7000000,splendor-holdings
2 Bedroom Flat & Apartment,  Mandera Road-Kileleshwa,11500000,symonns-realty
Land,  Mukoma Road,28000000,links-properties
5 Bedroom Townhouse,  Lavington,95000000,eden-height-realty
3 Bedroom Flat & Apartment,  Westlands Area,23000000,serene-homes
Flat & Apartment,  Elgeyo Marakwet Road,6430000,symonns-realty
Land,  Karen Langata Road,60000000,links-properties
Land,  Nyari,130000000,jubilee-real-estate
5 Bedroom Bungalow,  Old Muthaiga,0,acasa-realtors
5 Bedroom Townhouse,  Lavington,60000000,splendor-holdings
Land,  Kigwaru ,30000000,the-houswitch-haven-ltd
5 Bedroom Townhouse,  Lavington,55000000,splendor-holdings
Residential Land,  Bogani Road,60000000,jubilee-real-estate
Residential Land,  Bomas,40000000,jubilee-real-estate
Residential Land,  Old Muthaiga,125000000,jubilee-real-estate
5 Bedroom Townhouse,  Lavington,70000000,splendor-holdings
5 Bedroom Townhouse,  Lavington,55000000,splendor-holdings
Land,  Runda,60000000,jubilee-real-estate
4 Bedroom Townhouse,  Kitisuru,52000000,splendor-holdings
4 Bedroom Townhouse,  Runda,40750000,jubilee-real-estate
4 Bedroom Townhouse,  Runda,38000000,jubilee-real-estate
Residential Land,  Kitisuru,95000000,pam-golding-properties
4 Bedroom Townhouse,  Kitisuru,60000000,jubilee-real-estate
Residential Land,  Bomas,35000000,jubilee-real-estate
Land,  Kitisuru,40000000,jubilee-real-estate
2 Bedroom Flat & Apartment,  Kilimani,11000000,paradigm-homes
Land,  Apple Cross Road ,190000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Lenana Road,7999999,splendor-holdings
Commercial Land,  Nairobi West,126000000,twinrocks-property-managers
Residential Land,  Kitisuru,95000000,karengatamanagers
Land,  Gitanga Road Lavington ,400000000,lavingtonmanagement
3 Bedroom Flat & Apartment,  Lavington,11500000,tysons-limited
Land,  Convent Drive ,175000000,lavingtonmanagement
Land,  Waiyaki Way,430000000,great-five-consultants
Land,  Apple Cross,180000000,lavingtonmanagement
Land,  Donyo Sabuk Avenue,140000000,fit-property
Commercial Land,  Gitanga Road Valley Arcade ,400000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Haveli Towers,21537800,coralinternational-ltd
Land,  Manyani Road,185000000,dunhill-consulting-limited
Residential Land,  Gigiri,60000000,mimshack-dunamis-global-ltd
Residential Land,  General Mathenge,250000000,dunhill-consulting-limited
Land,  Karen,26000000,green-sleeve-property
Land,  Upper Hill,210000000,gimco-limited
Land,  Karen,63000000,jabemu-property-development
5 Bedroom Townhouse,  Lavington,75000000,jestrim-properties
4 Bedroom Townhouse,  Kiambu Road,38000000,prince-capital-properties-ltd
Land,  Karen,55000000,green-sleeve-property
Land,  Mukoma Road,110000000,links-properties
Land,  River View Estate Along Njathaini Road,25000000,royani-properties-limited
Land,  Off Riara Road,67000000,lavingtonmanagement
Residential Land,  Kileleshwa,250000000,ring-kenya-ltd
Commercial Land,  Convent Drive ,175000000,lavingtonmanagement
Residential Land,  Naivasha Road,60000000,prince-classic-homes
Residential Land,  Convent Drive ,175000000,lavingtonmanagement
Residential Land,  Kabarsiran Ave.,190000000,absolute-estate-agents
Land,  Karen,220000000,green-sleeve-property
Land,  Kiambu Road,0,atemba-consulting-ltd
Flat & Apartment,  Kileleshwa,7500000000,properties-of-jkabi-enterprise
Commercial Land,  Kasarani Area,14000000,leesh-enterprises
Land,  Kitisuru,37000000,gimco-limited
Warehouse,  Kenafric Business Park,5750,coralinternational-ltd
Land,  Karen,590000000,universe-villas
Land,  South B Shopping Centre,95000000,vacation-homes-ltd
Land,  Karen,70000000,universe-villas
Residential Land,  Kahawa Sukari,13800000,edlon-group-limited
2 Bedroom Flat & Apartment,  South B,8000000,point-five-homes
Commercial Land,  Kamiti Road ,160000000,lavingtonmanagement
Land,  Kilimani,75000000,spacetech-enterprises
Land,  Mugumo Road,78000000,lavingtonmanagement
2 Bedroom Flat & Apartment,  Kileleshwa,15000000,serene-homes
3 Bedroom Flat & Apartment,  Valley Arcade,17900000,paradigm-homes
Commercial Land,  Wood Avenue Road ,400000000,lavingtonmanagement
Residential Land,  Riverside Drive ,235000000,lavingtonmanagement
Residential Land,  Mageta Road ,200000000,lavingtonmanagement
Land,  George Padmore Road,200000000,bilem-consultants
Commercial Land,  Westlands,200000000,coralinternational-ltd
Commercial Land,  Thika Road,31000000,landmark-realtors-ltd
Residential Land,  Kamiti Road,7000000,leesh-enterprises
Residential Land,  Garden Estate,35000000,leesh-enterprises
Residential Land,  Riverside,199000000,coralinternational-ltd
Land,  Muthangari Road,260000000,abec-real-estate
Land,  Riara ,360000000,lavingtonmanagement
Land,  Muthangari Road ,260000000,lavingtonmanagement
Land,  Gatundu Close,200000000,masterways-properties-ltd
Land,  Mogotio Road ,215000000,candour-properties-kenya-limited
Commercial Land,  Gigiri,95000000,mimshack-dunamis-global-ltd
Commercial Land,  Kindaruma Rd ,390000000,explananda-consult
Residential Land,  Karen,54000000,splendor-holdings
Land,  Karen,61000000,stop-properties-real-estate
Land,  Off Dennis Pritt Road - Kilimani Area ,180000000,dunhill-consulting-limited
3 Bedroom Townhouse,  Langata Area,16500000,gimco-limited
Land,  Kileleshwa,120000000,abec-real-estate
Land,  Kcb Leadership,33000000,links-properties
Land,  Brookside Drive,195000000,fit-property
Residential Land,  Kiguaru Road ,60000000,pam-golding-properties
4 Bedroom House,  Kanjata Crescent,200000000,fit-property
4 Bedroom House,  Mugoya Close,16000000,apollo-properties-limited
Residential Land,  Hibisccus Drive,27000000,pam-golding-properties
Residential Land,  Potterhouse Rd,70000000,pam-golding-properties
Land,  Kerarapon Road,25000000,links-properties
Residential Land,  Runda,16500000,solid-oak-properties
3 Bedroom Flat & Apartment,  Baraka/Nyayo,8000000,explananda-consult
Residential Land,  Westlands Area,160000000,pam-golding-properties
Land,  Kabarsiran Road,150000000,dunhill-consulting-limited
Land,  Off Riara Road,67500000,lavingtonmanagement
Land,  Langata Rd,320000000,shingles-kenya-limited
Residential Land,  Runda,35000000,leesh-enterprises
Commercial Land,  Upper Hill,230000000,edlon-group-limited
Commercial Land,  Kerarapon Road,60000000,landmark-realtors-ltd
Land,  Off Ndorobo Road,52500000,yellow-market
Land,  Kabaserian Avenue,125000000,lavingtonmanagement
6 Bedroom House,  Karen,120000000,cloud-real-estate
Commercial Land,  Karen,80000000,ric-realtors
Land,  Lavington,150000000,karengatamanagers
Residential Land,  North Muthaiga,50000000,coralinternational-ltd
Land,  Lavington,160000000,halifax-estate-agency
Residential Land,  Utawala,2000000,landmark-realtors-ltd
5 Bedroom Townhouse,  Runda,75000000,hanspace-limited
Residential Land,  Runda,18000000,solid-oak-properties
Commercial Land,  Ngong Road,404000000,pam-golding-properties
Residential Land,  Karen,200000000,ryden-international
Land,  Karen,216000000,tidetwo-enterprises
Land,  Northern By Pass,170000000,the-houswitch-haven-ltd
Land,  Kiambu Road,37000000,madison-properties-limited
Residential Land,  Convent Drive ,140000000,lavingtonmanagement
Land,  Karen,35000000,pam-golding-properties
Commercial Land,  Jacaranda Ave,170000000,pam-golding-properties
Land,  Karen,32000000,second-exodus-realtors
Land,  Pioneer Close,46000000,pam-golding-properties
Land,  Runda Grove,185000000,pam-golding-properties
Residential Land,  Runda,100000000,paradigm-homes
4 Bedroom Townhouse,  Langata Area,27500000,prince-capital-properties-ltd
Land,  Mugumo Road ,82000000,lavingtonmanagement
4 Bedroom Townhouse,  Lavington,52000000,eden-height-realty
2 Bedroom Flat & Apartment,  South C,8000000,vaal-real-estate
3 Bedroom Flat & Apartment,  Kilimani,11500000,edlon-group-limited
Residential Land,  Karen,140000000,ring-kenya-ltd
Land,  Lower Kabete,42000000,pam-golding-properties
Land,  Thika Road,14000000,shingles-kenya-limited
Land,  Lower Kabete,52000000,pam-golding-properties
Residential Land,  Karen,140000000,ring-kenya-ltd
Residential Land,  Karen,59000000,pam-golding-properties
Residential Land,  Karen,207000000,pam-golding-properties
7 Bedroom Townhouse,  James Gichuru,0,apollo-properties-limited
Commercial Land,  Dagoretti Corner,43000000,leilach-properties
2 Bedroom Flat & Apartment,  Kindaruma Road,12950000,gna-real-estate
Residential Land,  Lavington Green,200000000,lavingtonmanagement
Land,  Upper Hill,970000000,pam-golding-properties
Commercial Land,  Argwings Kodhek Road,240000000,fit-property
3 Bedroom Townhouse,  Kilimani,32000000,paradigm-homes
Commercial Land,  Northern Bypass,160000000,coralinternational-ltd
Commercial Land,  Upper Hill,1020000000,pam-golding-properties
Land,  Kahawa Sukari,8750000,candour-properties-kenya-limited
7 Bedroom Residential Land,  Kitisuru,550000000,karengatamanagers
3 Bedroom Flat & Apartment,  Denis Pritt Road,10500000,gna-real-estate
Residential Land,  Tom Mboya Street,60000000,gimco-limited
Commercial Land,  Spring Valley,200000000,datka-estate-agency
Land,  Nandi Road,195000000,tidetwo-enterprises
Land,  Runda,40000000,atemba-consulting-ltd
Land,  Riverside Gardens,175000000,coralinternational-ltd
4 Bedroom House,  Kitisuru,90000000,gimco-limited
Land,  South B,55000000,pam-golding-properties
6 Bedroom House,  Lavington,200000000,tidetwo-enterprises
Residential Land,  Lavington,170000000,ric-realtors
Land,  Kiambu Road,260000000,pam-golding-properties
Commercial Land,  Upper Hill,320000000,symonns-realty
3 Bedroom Flat & Apartment,  Kayahwe Road,11100000,gna-real-estate
Land,  Runda,32000000,pam-golding-properties
Residential Land,  Kiambu Rd,45000000,shingles-kenya-limited
Land,  Muthangari Road,200000000,pam-golding-properties
Land,  Lavington,270000000,ring-kenya-ltd
Residential Land,  Crescent Road,220000000,halifax-estate-agency
Residential Land,  Forest Edge Road ,26000000,ric-realtors
Land,  Lavington,140000000,pam-golding-properties
Land,  Thindigua,42000000,pam-golding-properties
Commercial Land,  Muthangari Road,230000000,shingles-kenya-limited
Land,  Kahawa West,7000000,edlon-group-limited
Land,  Kwaheri Road,25000000,pam-golding-properties
Land,  Tate Close,110000000,pam-golding-properties
Land,  Tende Drive,210000000,pam-golding-properties
Residential Land,  Kerarapon Road ,30000000,ric-realtors
Residential Land,  Fair Acres ,60000000,ric-realtors
Land,  Karen,60000000,jestrim-properties
Land,  Karen,35000000,ring-kenya-ltd
4 Bedroom Flat & Apartment,  Waiyaki Way,110000000,pinder-bassi
Residential Land,  Chalbi Road,230000000,ring-kenya-ltd
3 Bedroom Flat & Apartment,  Riara Road,15000000,edlon-group-limited
2 Bedroom Flat & Apartment,  Kileleshwa,27500000,coralinternational-ltd
Commercial Land,  Zimmermann,10000000,edlon-group-limited
Residential Land,  Ngong Road ,48000000,ric-realtors
Land,  Riverside,160000000,pinder-bassi
Land,  Kiambu Road,30000000,canaan-properties
Land,  Bogani,35000000,tidetwo-enterprises
Commercial Land,  Mombasa Road,450000000,coralinternational-ltd
Land,  Lavington,100000000,pinder-bassi
Land,  Karen,40000000,pam-golding-properties
Commercial Land,  Ngong Road,480000000,edlon-group-limited
Land,  Kilimani,110000000,pinder-bassi
Residential Land,  Karen,110000000,ric-realtors
3 Bedroom Flat & Apartment,  Kirichwa Rd,25000000,pam-golding-properties
Land,  Lavington,120000000,canaan-properties
5 Bedroom House,  Loresho,180000000,coralinternational-ltd
Residential Land,  Karen Hardy,130000000,tidetwo-enterprises
3 Bedroom Flat & Apartment,  Kilimani,15000000,tysons-limited
Land,  Kyuna Crescent,90000000,pam-golding-properties
5 Bedroom House,  Thome,55000000,tysons-limited
Land,  Lavington,210000000,pinder-bassi
10 Bedroom House,  Off Tchui Lane,450000000,pinder-bassi
Commercial Land,  Off Mombasa Road,45000000,fit-property
2 Bedroom Flat & Apartment,  Kileleshwa,18100000,coralinternational-ltd
Residential Land,  Karen,50000000,solid-oak-properties
4 Bedroom House,  Donholm,20000000,gimco-limited
Commercial Land,  Kiambu Road,5000000,edlon-group-limited
5 Bedroom House,  Runda,150000000,coralinternational-ltd
Commercial Land,  Lavington,285000000,pinder-bassi
5 Bedroom House,  Runda,140000000,coralinternational-ltd
2 Bedroom Flat & Apartment,  Kileleshwa,13500000,tysons-limited
2 Bedroom Flat & Apartment,  Kileleshwa,11000000,solid-oak-properties
Commercial Land,  Jogoo Road,98000000,edlon-group-limited
Residential Land,  Karen,55000000,solid-oak-properties
4 Bedroom Townhouse,  Rosslyn Springs,66300000,coralinternational-ltd
Commercial Land,  Upper Hill,200000000,pam-golding-properties
4 Bedroom Bungalow,  Lavington,220000000,pinder-bassi
Residential Land,  Waiyaki Way,15000000,edlon-group-limited
2 Bedroom Flat & Apartment,  Kilimani,17000000,paradigm-homes
Residential Land,  Karen,50000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Kilimani,17500000,ring-kenya-ltd
5 Bedroom Bungalow,  Lavington,220000000,pinder-bassi
5 Bedroom Townhouse,  Brookside,55000000,coralinternational-ltd
4 Bedroom House,  Runda,85000000,pinder-bassi
4 Bedroom House,  Kerarapon,39000000,tidetwo-enterprises
Studio,  Kileleshwa,3600000,paradigm-homes
Residential Land,  Karen,490000000,pam-golding-properties
3 Bedroom Flat & Apartment,  Lavington,17499999,splendor-holdings
3 Bedroom Flat & Apartment,  Riara Road,21000000,royani-properties-limited
Land,  Nairobi South,2755,atemba-consulting-ltd
2 Bedroom Flat & Apartment,  4Th Avenue,13500000,gna-real-estate
3 Bedroom Flat & Apartment,  Kilimani,16500000,splendor-holdings
2 Bedroom Flat & Apartment,  Green House,10300000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,11200000,commercial-property-kenya
5 Bedroom Townhouse,  Runda Garden,150000000,hold-kenya-investments-limited
3 Bedroom Flat & Apartment,  Green House,18000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,10500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Green House,13500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kindaruma Road,11200000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Yaya,10500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Yaya,10500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Argwings Kodhek,10300000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Laikipia Road,8500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Junction Mall,13500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Dennis Pritt Road,10900000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Kindaruma Road,11300000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Wood Avenue,11300000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Jabavu Road,12800000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Green House,11300000,commercial-property-kenya
Commercial Property,  Nairobi Central,550000000,atemba-consulting-ltd
4 Bedroom Townhouse,  Lavington,68000000,prince-classic-homes
3 Bedroom Flat & Apartment,  Jabavu Road,10900000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Coptic,10900000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Valley Arcade,17500000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Argwings Kodhek,18000000,commercial-property-kenya
3 Bedroom Flat & Apartment,  Coptic,10900000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Wood Avenue,13400000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Wood Avenue,13400000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Junction Mall,21500000,commercial-property-kenya
5 Bedroom Townhouse,  Lavington,85000000,properties-of-jkabi-enterprise
2 Bedroom Flat & Apartment,  Kilimani,6800000,sky-limits-ventures
2 Bedroom Flat & Apartment,  Kilimani,8500000,splendor-holdings
3 Bedroom Flat & Apartment,  Yaya,10000000,commercial-property-kenya
4 Bedroom Flat & Apartment,  Othaya Road,21500000,commercial-property-kenya
2 Bedroom Flat & Apartment,  Dennis Pritt,16500000,paradigm-homes
3 Bedroom Flat & Apartment,  Argwings Kodhek,10000000,commercial-property-kenya
